date,title,artist,peak_pos,rank,weeks
1980-10-01,Another One Bites The Dust,Queen,1.0,1.0,8.0
1980-10-01,All Out Of Love,Air Supply,2.0,2.0,17.0
1980-10-01,Upside Down,Diana Ross,1.0,3.0,13.0
1980-10-01,Give Me The Night,George Benson,4.0,4.0,14.0
1980-10-01,Drivin' My Life Away,Eddie Rabbitt,5.0,5.0,16.0
1980-10-01,Late In The Evening,Paul Simon,6.0,6.0,9.0
1980-10-01,Woman In Love,Barbra Streisand,7.0,7.0,5.0
1980-10-01,I'm Alright,Kenny Loggins,8.0,8.0,13.0
1980-10-01,Lookin' For Love,Johnny Lee,5.0,9.0,13.0
1980-10-01,Xanadu,Olivia Newton-John/Electric Light Orchestra,10.0,10.0,9.0
1980-10-01,Real Love,The Doobie Brothers,11.0,11.0,5.0
1980-10-01,Fame,Irene Cara,4.0,12.0,17.0
1980-10-01,All Over The World,Electric Light Orchestra,13.0,13.0,10.0
1980-10-01,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,14.0,14.0,11.0
1980-10-01,He's So Shy,The Pointer Sisters,15.0,15.0,11.0
1980-10-01,Hot Rod Hearts,Robbie Dupree,16.0,16.0,12.0
1980-10-01,Never Knew Love Like This Before,Stephanie Mills,17.0,17.0,9.0
1980-10-01,Jesse,Carly Simon,18.0,18.0,10.0
1980-10-01,Don't Ask Me Why,Billy Joel,19.0,19.0,10.0
1980-10-01,Look What You've Done To Me,Boz Scaggs,20.0,20.0,7.0
1980-10-01,The Wanderer,Donna Summer,21.0,21.0,3.0
1980-10-01,One In A Million You,Larry Graham,9.0,22.0,15.0
1980-10-01,No Night So Long,Dionne Warwick,23.0,23.0,11.0
1980-10-01,How Do I Survive,Amy Holland,24.0,24.0,9.0
1980-10-01,You're The Only Woman (You & I),Ambrosia,13.0,25.0,13.0
1980-10-01,Dreaming,Cliff Richard,26.0,26.0,4.0
1980-10-01,Midnight Rocks,Al Stewart,27.0,27.0,6.0
1980-10-01,Someone That I Used To Love,Natalie Cole,21.0,28.0,16.0
1980-10-01,Emotional Rescue,The Rolling Stones,3.0,29.0,14.0
1980-10-01,On The Road Again,Willie Nelson,30.0,30.0,5.0
1980-10-01,Who'll Be The Fool Tonight,Larsen-Feiten Band,31.0,31.0,8.0
1980-10-01,Master Blaster (Jammin'),Stevie Wonder,32.0,32.0,3.0
1980-10-01,Dreamer,Supertramp,33.0,33.0,3.0
1980-10-01,I'm Coming Out,Diana Ross,34.0,34.0,5.0
1980-10-01,The Legend Of Wooley Swamp,The Charlie Daniels Band,35.0,35.0,8.0
1980-10-01,Out Here On My Own,Irene Cara,36.0,36.0,8.0
1980-10-01,Whip It,Devo,37.0,37.0,6.0
1980-10-01,I'm Almost Ready,Pure Prairie League,38.0,38.0,7.0
1980-10-01,Lady,Kenny Rogers,39.0,39.0,1.0
1980-10-01,Let Me Be Your Angel,Stacy Lattisaw,40.0,40.0,9.0
1980-10-01,You've Lost That Lovin' Feeling,Daryl Hall John Oates,41.0,41.0,2.0
1980-10-01,Walk Away,Donna Summer,42.0,42.0,4.0
1980-10-01,Touch And Go,The Cars,43.0,43.0,5.0
1980-10-01,Could I Have This Dance,Anne Murray,44.0,44.0,5.0
1980-10-01,Lovely One,The Jacksons,45.0,45.0,2.0
1980-10-01,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,39.0,46.0,9.0
1980-10-01,My Prayer,"Ray, Goodman & Brown",47.0,47.0,7.0
1980-10-01,She's So Cold,The Rolling Stones,48.0,48.0,2.0
1980-10-01,That Girl Could Sing,Jackson Browne,49.0,49.0,3.0
1980-10-01,Let Me Talk,"Earth, Wind & Fire",50.0,50.0,3.0
1980-10-01,You Shook Me All Night Long,AC/DC,51.0,51.0,5.0
1980-10-01,Can't We Try,Teddy Pendergrass,52.0,52.0,6.0
1980-10-01,I Got You,Split Enz,53.0,53.0,7.0
1980-10-01,Without Your Love,Roger Daltrey,54.0,54.0,4.0
1980-10-01,"Girl, Don't Let It Get You Down",The O'Jays,55.0,55.0,7.0
1980-10-01,Switchin' To Glide/This Beat Goes On,The Kings,56.0,56.0,7.0
1980-10-01,Live Every Minute,Ali Thomson,57.0,57.0,4.0
1980-10-01,Turn It On Again,Genesis,58.0,58.0,5.0
1980-10-01,Angeline,The Allman Brothers Band,59.0,59.0,4.0
1980-10-01,More Than I Can Say,Leo Sayer,60.0,60.0,2.0
1980-10-01,Games Without Frontiers,Peter Gabriel,48.0,61.0,8.0
1980-10-01,Sailing,Christopher Cross,1.0,62.0,17.0
1980-10-01,My Guy/My Girl,Amii Stewart & Johnny Bristol,63.0,63.0,6.0
1980-10-01,Heroes,Commodores,64.0,64.0,3.0
1980-10-01,Magic,Olivia Newton-John,1.0,65.0,20.0
1980-10-01,Into The Night,Benny Mardones,11.0,66.0,17.0
1980-10-01,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,67.0,67.0,4.0
1980-10-01,Hold On,Kansas,68.0,68.0,3.0
1980-10-01,If You Should Sail,Nielsen/Pearson,69.0,69.0,4.0
1980-10-01,Let My Love Open The Door,Pete Townshend,9.0,70.0,17.0
1980-10-01,Take Your Time (Do It Right) Part 1,The S.O.S. Band,3.0,71.0,19.0
1980-10-01,Cry Like A Baby,Kim Carnes,72.0,72.0,1.0
1980-10-01,Hit Me With Your Best Shot,Pat Benatar,73.0,73.0,1.0
1980-10-01,This Time,John Cougar,74.0,74.0,2.0
1980-10-01,Boulevard,Jackson Browne,19.0,75.0,14.0
1980-10-01,Turning Japanese,The Vapors,76.0,76.0,2.0
1980-10-01,It's Still Rock And Roll To Me,Billy Joel,1.0,77.0,20.0
1980-10-01,Red Light,Linda Clifford,41.0,78.0,9.0
1980-10-01,I'm Happy That Love Has Found You,Jimmy Hall,79.0,79.0,2.0
1980-10-01,Case Of You,Frank Stallone,80.0,80.0,2.0
1980-10-01,Good Morning Girl/stay Awhile,Journey,55.0,81.0,7.0
1980-10-01,Thunder And Lightning,Chicago,56.0,82.0,7.0
1980-10-01,You're Supposed To Keep Your Love For Me,Jermaine Jackson,34.0,83.0,13.0
1980-10-01,How Does It Feel To Be Back,Daryl Hall John Oates,30.0,84.0,12.0
1980-10-01,More Love,Kim Carnes,10.0,85.0,19.0
1980-10-01,Old-Fashion Love,Commodores,20.0,86.0,16.0
1980-10-01,Lola,The Kinks,9.0,87.0,20.0
1980-10-01,I've Just Begun To Love You,Dynasty,88.0,88.0,4.0
1980-10-01,I Believe In You,Don Williams,89.0,89.0,2.0
1980-10-01,Running Back,Eddie Money,78.0,90.0,4.0
1980-10-01,Hey There Lonely Girl,Robert John,31.0,91.0,12.0
1980-10-01,The Breaks (Part 1),Kurtis Blow,87.0,92.0,5.0
1980-10-01,Rebels Are We,Chic,61.0,93.0,6.0
1980-10-01,Shining Star,The Manhattans,5.0,94.0,24.0
1980-10-01,You Better Run,Pat Benatar,42.0,95.0,11.0
1980-10-01,JoJo,Boz Scaggs,17.0,96.0,17.0
1980-10-01,More Bounce To The Ounce Part I,Zapp,97.0,97.0,1.0
1980-10-01,The Part Of Me That Needs You Most,Jay Black,98.0,98.0,3.0
1980-10-01,Take A Little Rhythm,Ali Thomson,15.0,99.0,17.0
1980-10-01,Make A Little Magic,The Dirt Band,25.0,100.0,16.0
1980-10-08,Another One Bites The Dust,Queen,1.0,1.0,9.0
1980-10-08,Woman In Love,Barbra Streisand,2.0,2.0,6.0
1980-10-08,Upside Down,Diana Ross,1.0,3.0,14.0
1980-10-08,All Out Of Love,Air Supply,2.0,4.0,18.0
1980-10-08,Drivin' My Life Away,Eddie Rabbitt,5.0,5.0,17.0
1980-10-08,Late In The Evening,Paul Simon,6.0,6.0,10.0
1980-10-08,I'm Alright,Kenny Loggins,7.0,7.0,14.0
1980-10-08,Xanadu,Olivia Newton-John/Electric Light Orchestra,8.0,8.0,10.0
1980-10-08,Real Love,The Doobie Brothers,9.0,9.0,6.0
1980-10-08,Give Me The Night,George Benson,4.0,10.0,15.0
1980-10-08,Lookin' For Love,Johnny Lee,5.0,11.0,14.0
1980-10-08,He's So Shy,The Pointer Sisters,12.0,12.0,12.0
1980-10-08,All Over The World,Electric Light Orchestra,13.0,13.0,11.0
1980-10-08,Never Knew Love Like This Before,Stephanie Mills,14.0,14.0,10.0
1980-10-08,Hot Rod Hearts,Robbie Dupree,15.0,15.0,13.0
1980-10-08,Jesse,Carly Simon,16.0,16.0,11.0
1980-10-08,Look What You've Done To Me,Boz Scaggs,17.0,17.0,8.0
1980-10-08,The Wanderer,Donna Summer,18.0,18.0,4.0
1980-10-08,Fame,Irene Cara,4.0,19.0,18.0
1980-10-08,Lady,Kenny Rogers,20.0,20.0,2.0
1980-10-08,I'm Coming Out,Diana Ross,21.0,21.0,6.0
1980-10-08,How Do I Survive,Amy Holland,22.0,22.0,10.0
1980-10-08,No Night So Long,Dionne Warwick,23.0,23.0,12.0
1980-10-08,Dreaming,Cliff Richard,24.0,24.0,5.0
1980-10-08,Midnight Rocks,Al Stewart,25.0,25.0,7.0
1980-10-08,Dreamer,Supertramp,26.0,26.0,4.0
1980-10-08,Master Blaster (Jammin'),Stevie Wonder,27.0,27.0,4.0
1980-10-08,On The Road Again,Willie Nelson,28.0,28.0,6.0
1980-10-08,Who'll Be The Fool Tonight,Larsen-Feiten Band,29.0,29.0,9.0
1980-10-08,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,14.0,30.0,12.0
1980-10-08,Whip It,Devo,31.0,31.0,7.0
1980-10-08,The Legend Of Wooley Swamp,The Charlie Daniels Band,32.0,32.0,9.0
1980-10-08,Out Here On My Own,Irene Cara,33.0,33.0,9.0
1980-10-08,You've Lost That Lovin' Feeling,Daryl Hall John Oates,34.0,34.0,3.0
1980-10-08,Don't Ask Me Why,Billy Joel,19.0,35.0,11.0
1980-10-08,I'm Almost Ready,Pure Prairie League,36.0,36.0,8.0
1980-10-08,Let Me Be Your Angel,Stacy Lattisaw,37.0,37.0,10.0
1980-10-08,Lovely One,The Jacksons,38.0,38.0,3.0
1980-10-08,Touch And Go,The Cars,39.0,39.0,6.0
1980-10-08,Walk Away,Donna Summer,40.0,40.0,5.0
1980-10-08,Could I Have This Dance,Anne Murray,41.0,41.0,6.0
1980-10-08,One In A Million You,Larry Graham,9.0,42.0,16.0
1980-10-08,She's So Cold,The Rolling Stones,43.0,43.0,3.0
1980-10-08,That Girl Could Sing,Jackson Browne,44.0,44.0,4.0
1980-10-08,More Than I Can Say,Leo Sayer,45.0,45.0,3.0
1980-10-08,Let Me Talk,"Earth, Wind & Fire",46.0,46.0,4.0
1980-10-08,You Shook Me All Night Long,AC/DC,47.0,47.0,6.0
1980-10-08,Without Your Love,Roger Daltrey,48.0,48.0,5.0
1980-10-08,Emotional Rescue,The Rolling Stones,3.0,49.0,15.0
1980-10-08,Someone That I Used To Love,Natalie Cole,21.0,50.0,17.0
1980-10-08,My Prayer,"Ray, Goodman & Brown",47.0,51.0,8.0
1980-10-08,Live Every Minute,Ali Thomson,52.0,52.0,5.0
1980-10-08,You're The Only Woman (You & I),Ambrosia,13.0,53.0,14.0
1980-10-08,Can't We Try,Teddy Pendergrass,52.0,54.0,7.0
1980-10-08,Hit Me With Your Best Shot,Pat Benatar,55.0,55.0,2.0
1980-10-08,Switchin' To Glide/This Beat Goes On,The Kings,56.0,56.0,8.0
1980-10-08,Hold On,Kansas,57.0,57.0,4.0
1980-10-08,Angeline,The Allman Brothers Band,58.0,58.0,5.0
1980-10-08,Heroes,Commodores,59.0,59.0,4.0
1980-10-08,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,60.0,60.0,5.0
1980-10-08,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,39.0,61.0,10.0
1980-10-08,Cry Like A Baby,Kim Carnes,62.0,62.0,2.0
1980-10-08,If You Should Sail,Nielsen/Pearson,63.0,63.0,5.0
1980-10-08,This Time,John Cougar,64.0,64.0,3.0
1980-10-08,"Girl, Don't Let It Get You Down",The O'Jays,55.0,65.0,8.0
1980-10-08,Turning Japanese,The Vapors,66.0,66.0,3.0
1980-10-08,I Got You,Split Enz,53.0,67.0,8.0
1980-10-08,Turn It On Again,Genesis,58.0,68.0,6.0
1980-10-08,I'm Happy That Love Has Found You,Jimmy Hall,69.0,69.0,3.0
1980-10-08,Case Of You,Frank Stallone,70.0,70.0,3.0
1980-10-08,Magic,Olivia Newton-John,1.0,71.0,21.0
1980-10-08,Sailing,Christopher Cross,1.0,72.0,18.0
1980-10-08,Into The Night,Benny Mardones,11.0,73.0,18.0
1980-10-08,Games Without Frontiers,Peter Gabriel,48.0,74.0,9.0
1980-10-08,Never Be The Same,Christopher Cross,75.0,75.0,1.0
1980-10-08,My Guy/My Girl,Amii Stewart & Johnny Bristol,63.0,76.0,7.0
1980-10-08,Take Your Time (Do It Right) Part 1,The S.O.S. Band,3.0,77.0,20.0
1980-10-08,Sometimes A Fantasy,Billy Joel,78.0,78.0,1.0
1980-10-08,I Believe In You,Don Williams,79.0,79.0,3.0
1980-10-08,Boulevard,Jackson Browne,19.0,80.0,15.0
1980-10-08,Love Theme From Shogun (Mariko's Theme),Meco,81.0,81.0,1.0
1980-10-08,A Little Is Enough,Pete Townshend,82.0,82.0,1.0
1980-10-08,Who Were You Thinkin' Of,The Doolittle Band,83.0,83.0,1.0
1980-10-08,Red Light,Linda Clifford,41.0,84.0,10.0
1980-10-08,Everybody's Got To Learn Sometime,The Korgis,85.0,85.0,1.0
1980-10-08,I Could Be Good For You,707,86.0,86.0,1.0
1980-10-08,I've Just Begun To Love You,Dynasty,87.0,87.0,5.0
1980-10-08,Midnight Rain,Poco,88.0,88.0,1.0
1980-10-08,Let My Love Open The Door,Pete Townshend,9.0,89.0,18.0
1980-10-08,Thunder And Lightning,Chicago,56.0,90.0,8.0
1980-10-08,Good Morning Girl/stay Awhile,Journey,55.0,91.0,8.0
1980-10-08,The Breaks (Part 1),Kurtis Blow,87.0,92.0,6.0
1980-10-08,One Life To Live,Wayne Massey,93.0,93.0,1.0
1980-10-08,Hey There Lonely Girl,Robert John,31.0,94.0,13.0
1980-10-08,More Bounce To The Ounce Part I,Zapp,95.0,95.0,2.0
1980-10-08,Shining Star,The Manhattans,5.0,96.0,25.0
1980-10-08,It's Still Rock And Roll To Me,Billy Joel,1.0,97.0,21.0
1980-10-08,How Does It Feel To Be Back,Daryl Hall John Oates,30.0,98.0,13.0
1980-10-08,I Love Women,Jim Hurt,99.0,99.0,1.0
1980-10-08,The Part Of Me That Needs You Most,Jay Black,98.0,100.0,4.0
1980-10-15,Another One Bites The Dust,Queen,1.0,1.0,10.0
1980-10-15,Woman In Love,Barbra Streisand,2.0,2.0,7.0
1980-10-15,Upside Down,Diana Ross,1.0,3.0,15.0
1980-10-15,All Out Of Love,Air Supply,2.0,4.0,19.0
1980-10-15,He's So Shy,The Pointer Sisters,5.0,5.0,13.0
1980-10-15,Real Love,The Doobie Brothers,6.0,6.0,7.0
1980-10-15,I'm Alright,Kenny Loggins,7.0,7.0,15.0
1980-10-15,Xanadu,Olivia Newton-John/Electric Light Orchestra,8.0,8.0,11.0
1980-10-15,Drivin' My Life Away,Eddie Rabbitt,5.0,9.0,18.0
1980-10-15,Late In The Evening,Paul Simon,6.0,10.0,11.0
1980-10-15,The Wanderer,Donna Summer,11.0,11.0,5.0
1980-10-15,Never Knew Love Like This Before,Stephanie Mills,12.0,12.0,11.0
1980-10-15,Jesse,Carly Simon,13.0,13.0,12.0
1980-10-15,Give Me The Night,George Benson,4.0,14.0,16.0
1980-10-15,Hot Rod Hearts,Robbie Dupree,15.0,15.0,14.0
1980-10-15,Look What You've Done To Me,Boz Scaggs,16.0,16.0,9.0
1980-10-15,Lady,Kenny Rogers,17.0,17.0,3.0
1980-10-15,I'm Coming Out,Diana Ross,18.0,18.0,7.0
1980-10-15,Master Blaster (Jammin'),Stevie Wonder,19.0,19.0,5.0
1980-10-15,Dreaming,Cliff Richard,20.0,20.0,6.0
1980-10-15,Lookin' For Love,Johnny Lee,5.0,21.0,15.0
1980-10-15,How Do I Survive,Amy Holland,22.0,22.0,11.0
1980-10-15,Dreamer,Supertramp,23.0,23.0,5.0
1980-10-15,On The Road Again,Willie Nelson,24.0,24.0,7.0
1980-10-15,Midnight Rocks,Al Stewart,25.0,25.0,8.0
1980-10-15,Whip It,Devo,26.0,26.0,8.0
1980-10-15,You've Lost That Lovin' Feeling,Daryl Hall John Oates,27.0,27.0,4.0
1980-10-15,Lovely One,The Jacksons,28.0,28.0,4.0
1980-10-15,Who'll Be The Fool Tonight,Larsen-Feiten Band,29.0,29.0,10.0
1980-10-15,Out Here On My Own,Irene Cara,30.0,30.0,10.0
1980-10-15,The Legend Of Wooley Swamp,The Charlie Daniels Band,31.0,31.0,10.0
1980-10-15,Let Me Be Your Angel,Stacy Lattisaw,32.0,32.0,11.0
1980-10-15,That Girl Could Sing,Jackson Browne,33.0,33.0,5.0
1980-10-15,I'm Almost Ready,Pure Prairie League,34.0,34.0,9.0
1980-10-15,More Than I Can Say,Leo Sayer,35.0,35.0,4.0
1980-10-15,Walk Away,Donna Summer,36.0,36.0,6.0
1980-10-15,Touch And Go,The Cars,37.0,37.0,7.0
1980-10-15,Could I Have This Dance,Anne Murray,38.0,38.0,7.0
1980-10-15,She's So Cold,The Rolling Stones,39.0,39.0,4.0
1980-10-15,Hit Me With Your Best Shot,Pat Benatar,40.0,40.0,3.0
1980-10-15,Fame,Irene Cara,4.0,41.0,19.0
1980-10-15,Without Your Love,Roger Daltrey,42.0,42.0,6.0
1980-10-15,You Shook Me All Night Long,AC/DC,43.0,43.0,7.0
1980-10-15,Let Me Talk,"Earth, Wind & Fire",44.0,44.0,5.0
1980-10-15,All Over The World,Electric Light Orchestra,13.0,45.0,12.0
1980-10-15,Live Every Minute,Ali Thomson,46.0,46.0,6.0
1980-10-15,No Night So Long,Dionne Warwick,23.0,47.0,13.0
1980-10-15,Hold On,Kansas,48.0,48.0,5.0
1980-10-15,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,14.0,49.0,13.0
1980-10-15,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,50.0,50.0,6.0
1980-10-15,This Time,John Cougar,51.0,51.0,4.0
1980-10-15,Cry Like A Baby,Kim Carnes,52.0,52.0,3.0
1980-10-15,If You Should Sail,Nielsen/Pearson,53.0,53.0,6.0
1980-10-15,Heroes,Commodores,54.0,54.0,5.0
1980-10-15,Never Be The Same,Christopher Cross,55.0,55.0,2.0
1980-10-15,Turning Japanese,The Vapors,56.0,56.0,4.0
1980-10-15,Don't Ask Me Why,Billy Joel,19.0,57.0,12.0
1980-10-15,I'm Happy That Love Has Found You,Jimmy Hall,58.0,58.0,4.0
1980-10-15,One In A Million You,Larry Graham,9.0,59.0,17.0
1980-10-15,Sometimes A Fantasy,Billy Joel,60.0,60.0,2.0
1980-10-15,Emotional Rescue,The Rolling Stones,3.0,61.0,16.0
1980-10-15,Someone That I Used To Love,Natalie Cole,21.0,62.0,18.0
1980-10-15,You're The Only Woman (You & I),Ambrosia,13.0,63.0,15.0
1980-10-15,Can't We Try,Teddy Pendergrass,52.0,64.0,8.0
1980-10-15,My Prayer,"Ray, Goodman & Brown",47.0,65.0,9.0
1980-10-15,Angeline,The Allman Brothers Band,58.0,66.0,6.0
1980-10-15,Case Of You,Frank Stallone,67.0,67.0,4.0
1980-10-15,"Girl, Don't Let It Get You Down",The O'Jays,55.0,68.0,9.0
1980-10-15,I Believe In You,Don Williams,69.0,69.0,4.0
1980-10-15,Love Theme From Shogun (Mariko's Theme),Meco,70.0,70.0,2.0
1980-10-15,Everybody's Got To Learn Sometime,The Korgis,71.0,71.0,2.0
1980-10-15,A Little Is Enough,Pete Townshend,72.0,72.0,2.0
1980-10-15,Who Were You Thinkin' Of,The Doolittle Band,73.0,73.0,2.0
1980-10-15,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,39.0,74.0,11.0
1980-10-15,I Got You,Split Enz,53.0,75.0,9.0
1980-10-15,I Could Be Good For You,707,76.0,76.0,2.0
1980-10-15,Turn It On Again,Genesis,58.0,77.0,7.0
1980-10-15,Midnight Rain,Poco,78.0,78.0,2.0
1980-10-15,Deep Inside My Heart,Randy Meisner,79.0,79.0,1.0
1980-10-15,Sailing,Christopher Cross,1.0,80.0,19.0
1980-10-15,Love X Love,George Benson,81.0,81.0,1.0
1980-10-15,Let's Be Lovers Again,Eddie Money (with Valerie Carter),82.0,82.0,1.0
1980-10-15,Magic,Olivia Newton-John,1.0,83.0,22.0
1980-10-15,Switchin' To Glide/This Beat Goes On,The Kings,56.0,84.0,9.0
1980-10-15,Private Idaho,The B-52s,85.0,85.0,1.0
1980-10-15,Into The Night,Benny Mardones,11.0,86.0,19.0
1980-10-15,Texas In My Rear View Mirror,Mac Davis,87.0,87.0,1.0
1980-10-15,Take Your Time (Do It Right) Part 1,The S.O.S. Band,3.0,88.0,21.0
1980-10-15,Games Without Frontiers,Peter Gabriel,48.0,89.0,10.0
1980-10-15,Boulevard,Jackson Browne,19.0,90.0,16.0
1980-10-15,More Bounce To The Ounce Part I,Zapp,91.0,91.0,3.0
1980-10-15,One Life To Live,Wayne Massey,92.0,92.0,2.0
1980-10-15,I Love Women,Jim Hurt,93.0,93.0,2.0
1980-10-15,Let's Do Something Cheap And Superficial,Burt Reynolds,94.0,94.0,1.0
1980-10-15,Brite Eyes,Robbin Thompson Band,95.0,95.0,1.0
1980-10-15,Red Light,Linda Clifford,41.0,96.0,11.0
1980-10-15,My Guy/My Girl,Amii Stewart & Johnny Bristol,63.0,97.0,8.0
1980-10-15,I've Just Begun To Love You,Dynasty,87.0,98.0,6.0
1980-10-15,Let My Love Open The Door,Pete Townshend,9.0,99.0,19.0
1980-10-15,Thunder And Lightning,Chicago,56.0,100.0,9.0
1980-10-22,Woman In Love,Barbra Streisand,1.0,1.0,8.0
1980-10-22,Another One Bites The Dust,Queen,1.0,2.0,11.0
1980-10-22,He's So Shy,The Pointer Sisters,3.0,3.0,14.0
1980-10-22,Upside Down,Diana Ross,1.0,4.0,16.0
1980-10-22,Real Love,The Doobie Brothers,5.0,5.0,8.0
1980-10-22,Lady,Kenny Rogers,6.0,6.0,4.0
1980-10-22,The Wanderer,Donna Summer,7.0,7.0,6.0
1980-10-22,All Out Of Love,Air Supply,2.0,8.0,20.0
1980-10-22,I'm Alright,Kenny Loggins,7.0,9.0,16.0
1980-10-22,Never Knew Love Like This Before,Stephanie Mills,10.0,10.0,12.0
1980-10-22,I'm Coming Out,Diana Ross,11.0,11.0,8.0
1980-10-22,Jesse,Carly Simon,12.0,12.0,13.0
1980-10-22,Drivin' My Life Away,Eddie Rabbitt,5.0,13.0,19.0
1980-10-22,Look What You've Done To Me,Boz Scaggs,14.0,14.0,10.0
1980-10-22,Master Blaster (Jammin'),Stevie Wonder,15.0,15.0,6.0
1980-10-22,Dreaming,Cliff Richard,16.0,16.0,7.0
1980-10-22,Xanadu,Olivia Newton-John/Electric Light Orchestra,8.0,17.0,12.0
1980-10-22,Late In The Evening,Paul Simon,6.0,18.0,12.0
1980-10-22,Lovely One,The Jacksons,19.0,19.0,5.0
1980-10-22,Dreamer,Supertramp,20.0,20.0,6.0
1980-10-22,Whip It,Devo,21.0,21.0,9.0
1980-10-22,On The Road Again,Willie Nelson,22.0,22.0,8.0
1980-10-22,You've Lost That Lovin' Feeling,Daryl Hall John Oates,23.0,23.0,5.0
1980-10-22,Midnight Rocks,Al Stewart,24.0,24.0,9.0
1980-10-22,Out Here On My Own,Irene Cara,25.0,25.0,11.0
1980-10-22,More Than I Can Say,Leo Sayer,26.0,26.0,5.0
1980-10-22,That Girl Could Sing,Jackson Browne,27.0,27.0,6.0
1980-10-22,Give Me The Night,George Benson,4.0,28.0,17.0
1980-10-22,Let Me Be Your Angel,Stacy Lattisaw,29.0,29.0,12.0
1980-10-22,Hot Rod Hearts,Robbie Dupree,15.0,30.0,15.0
1980-10-22,Lookin' For Love,Johnny Lee,5.0,31.0,16.0
1980-10-22,She's So Cold,The Rolling Stones,32.0,32.0,5.0
1980-10-22,Hit Me With Your Best Shot,Pat Benatar,33.0,33.0,4.0
1980-10-22,I'm Almost Ready,Pure Prairie League,34.0,34.0,10.0
1980-10-22,Could I Have This Dance,Anne Murray,35.0,35.0,8.0
1980-10-22,Walk Away,Donna Summer,36.0,36.0,7.0
1980-10-22,Touch And Go,The Cars,37.0,37.0,8.0
1980-10-22,Without Your Love,Roger Daltrey,38.0,38.0,7.0
1980-10-22,You Shook Me All Night Long,AC/DC,39.0,39.0,8.0
1980-10-22,Never Be The Same,Christopher Cross,40.0,40.0,3.0
1980-10-22,I'm Happy That Love Has Found You,Jimmy Hall,41.0,41.0,5.0
1980-10-22,Live Every Minute,Ali Thomson,42.0,42.0,7.0
1980-10-22,Hold On,Kansas,43.0,43.0,6.0
1980-10-22,Let Me Talk,"Earth, Wind & Fire",44.0,44.0,6.0
1980-10-22,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,45.0,45.0,7.0
1980-10-22,Cry Like A Baby,Kim Carnes,46.0,46.0,4.0
1980-10-22,This Time,John Cougar,47.0,47.0,5.0
1980-10-22,If You Should Sail,Nielsen/Pearson,48.0,48.0,7.0
1980-10-22,Turning Japanese,The Vapors,49.0,49.0,5.0
1980-10-22,Sometimes A Fantasy,Billy Joel,50.0,50.0,3.0
1980-10-22,How Do I Survive,Amy Holland,22.0,51.0,12.0
1980-10-22,The Legend Of Wooley Swamp,The Charlie Daniels Band,31.0,52.0,11.0
1980-10-22,Who'll Be The Fool Tonight,Larsen-Feiten Band,29.0,53.0,11.0
1980-10-22,Heroes,Commodores,54.0,54.0,6.0
1980-10-22,Everybody's Got To Learn Sometime,The Korgis,55.0,55.0,3.0
1980-10-22,Fame,Irene Cara,4.0,56.0,20.0
1980-10-22,All Over The World,Electric Light Orchestra,13.0,57.0,13.0
1980-10-22,I Believe In You,Don Williams,58.0,58.0,5.0
1980-10-22,No Night So Long,Dionne Warwick,23.0,59.0,14.0
1980-10-22,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,14.0,60.0,14.0
1980-10-22,Don't Ask Me Why,Billy Joel,19.0,61.0,13.0
1980-10-22,Deep Inside My Heart,Randy Meisner,62.0,62.0,2.0
1980-10-22,Who Were You Thinkin' Of,The Doolittle Band,63.0,63.0,3.0
1980-10-22,One In A Million You,Larry Graham,9.0,64.0,18.0
1980-10-22,Emotional Rescue,The Rolling Stones,3.0,65.0,17.0
1980-10-22,Someone That I Used To Love,Natalie Cole,21.0,66.0,19.0
1980-10-22,Case Of You,Frank Stallone,67.0,67.0,5.0
1980-10-22,I Could Be Good For You,707,68.0,68.0,3.0
1980-10-22,You're The Only Woman (You & I),Ambrosia,13.0,69.0,16.0
1980-10-22,Love Theme From Shogun (Mariko's Theme),Meco,70.0,70.0,3.0
1980-10-22,Love X Love,George Benson,71.0,71.0,2.0
1980-10-22,A Little Is Enough,Pete Townshend,72.0,72.0,3.0
1980-10-22,Let's Be Lovers Again,Eddie Money (with Valerie Carter),73.0,73.0,2.0
1980-10-22,Midnight Rain,Poco,74.0,74.0,3.0
1980-10-22,Private Idaho,The B-52s,75.0,75.0,2.0
1980-10-22,Can't We Try,Teddy Pendergrass,52.0,76.0,9.0
1980-10-22,Texas In My Rear View Mirror,Mac Davis,77.0,77.0,2.0
1980-10-22,One-Trick Pony,Paul Simon,78.0,78.0,1.0
1980-10-22,Suddenly,Olivia Newton-John And Cliff Richard,79.0,79.0,1.0
1980-10-22,"De Do Do Do, De Da Da Da",The Police,80.0,80.0,1.0
1980-10-22,Angeline,The Allman Brothers Band,58.0,81.0,7.0
